timestamp,host,sent,received,packet_loss_percent,min_rtt_ms,avg_rtt_ms,max_rtt_ms
2026-01-07T07:33:31.570892,10.0.2.2,5,5,0.0,0.708,2.938,5.641
2026-01-07T07:33:31.570892,1.1.1.1,5,5,0.0,61.405,311.865,1131.608
2026-01-07T07:33:31.570892,8.8.8.8,5,5,0.0,67.766,96.089,116.728
